"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
8,192977963E0;1,089999974E-1;-9,467000008E0;2,560000122E-1;9,471087907E0
8,195467188E0;2,430000007E-1;-9,508000374E0;3,039999902E-1;9,515962174E0
8,197956342E0;9,000000358E-2;-9,520000458E0;2,939999998E-1;9,524964290E0
8,200445573E0;1,599999964E-1;-9,479000092E0;4,359999895E-1;9,490370842E0
8,202934804E0;1,309999973E-1;-9,447999954E0;3,880000114E-1;9,456870949E0
8,205424035E0;1,000000015E-1;-9,472000122E0;4,410000145E-1;9,482787951E0
8,207913294E0;2,240000069E-1;-9,385999680E0;4,189999998E-1;9,398017184E0
8,210402525E0;8,799999952E-2;-9,404999733E0;4,239999950E-1;9,414963620E0
8,212891525E0;1,140000001E-1;-9,440999985E0;4,020000100E-1;9,450242363E0
8,215380679E0;1,260000020E-1;-9,395000458E0;4,959999919E-1;9,408927973E0
8,217869910E0;1,099999994E-2;-9,312000275E0;4,790000021E-1;9,324318266E0
8,220358910E0;1,689999998E-1;-9,326000214E0;4,930000007E-1;9,340550839E0
8,222847756E0;1,309999973E-1;-9,302000046E0;6,250000000E-1;9,323893546E0
8,225336987E0;2,049999982E-1;-9,345000267E0;5,889999866E-1;9,365787526E0
8,227825910E0;1,000000015E-1;-9,378999710E0;5,460000038E-1;9,395411197E0
8,230314602E0;1,759999990E-1;-9,215999603E0;6,010000110E-1;9,237252064E0
8,232803771E0;1,790000051E-1;-9,288000107E0;6,299999952E-1;9,311062613E0
8,235292694E0;2,750000060E-1;-9,182000160E0;6,179999709E-1;9,206881986E0
8,237781694E0;4,370000064E-1;-9,314000130E0;5,939999819E-1;9,343147403E0
8,240270540E0;3,560000062E-1;-9,157999992E0;5,789999962E-1;9,183187946E0
8,242759246E0;3,580000103E-1;-9,201000214E0;4,860000014E-1;9,220778977E0
8,245248170E0;4,009999931E-1;-9,170000076E0;4,720000029E-1;9,190891491E0
8,247737323E0;5,440000296E-1;-9,256999969E0;5,320000052E-1;9,288218800E0
8,250226323E0;6,060000062E-1;-9,102999687E0;5,479999781E-1;9,139592075E0
8,252715544E0;6,349999905E-1;-9,119999886E0;3,540000021E-1;9,148931025E0
8,255204698E0;7,260000110E-1;-9,220999718E0;2,249999940E-1;9,252271981E0
8,257693621E0;7,530000210E-1;-9,144000053E0;2,610000074E-1;9,178663683E0
8,260182621E0;7,860000134E-1;-9,201000214E0;2,489999980E-1;9,237867825E0
8,262671544E0;7,860000134E-1;-9,145999908E0;1,599999964E-1;9,181106161E0
8,265160693E0;9,419999719E-1;-9,175000191E0;2,199999988E-1;9,225854565E0
8,267649693E0;9,629999995E-1;-9,263999939E0;1,790000051E-1;9,315637652E0
8,270138847E0;1,014000058E0;-9,151000023E0;1,650000066E-1;9,208486441E0
8,272628078E0;1,001999974E0;-9,125000000E0;2,230000049E-1;9,182557266E0
8,275117078E0;9,900000095E-1;-9,222999573E0;-2,300000004E-2;9,276009386E0
8,277605997E0;1,077999949E0;-9,225000381E0;4,600000009E-2;9,287886300E0
8,280095228E0;1,006000042E0;-9,105999947E0;1,369999945E-1;9,162425449E0
8,282584151E0;1,060999990E0;-9,142000198E0;-1,809999943E-1;9,205142563E0
8,285073304E0;1,108999968E0;-9,192000389E0;-5,900000036E-2;9,258846207E0
8,287562228E0;1,105000019E0;-9,166000366E0;-8,999999613E-3;9,232370701E0
8,290051237E0;1,059000015E0;-9,145999908E0;-1,169999987E-1;9,207849062E0
8,292540390E0;9,539999962E-1;-9,175000191E0;-1,120000035E-1;9,225144362E0
8,295029621E0;1,085000038E0;-9,248999596E0;-1,120000035E-1;9,313096295E0
8,297518544E0;1,018000007E0;-9,144000053E0;-7,800000161E-2;9,200823060E0
8,300007852E0;9,940000176E-1;-9,156000137E0;-9,499999881E-2;9,210287702E0
8,302497078E0;9,610000253E-1;-9,144000053E0;-2,300000004E-2;9,194388888E0
8,304986232E0;9,919999838E-1;-9,170000076E0;-1,289999932E-1;9,224402765E0
8,307475232E0;8,840000033E-1;-9,291999817E0;8,000000380E-3;9,333958464E0
8,309964462E0;9,509999752E-1;-9,187000275E0;-8,500000089E-2;9,236482014E0
8,312453616E0;9,029999971E-1;-9,256999969E0;-2,049999982E-1;9,303197430E0
8,314942611E0;8,560000062E-1;-9,204000473E0;-1,190000027E-1;9,244486017E0
8,317431765E0;8,360000253E-1;-9,163000107E0;-4,000000190E-3;9,201058798E0
8,319920996E0;8,199999928E-1;-9,256999969E0;-1,879999936E-1;9,295148865E0
8,322409996E0;8,270000219E-1;-9,272999763E0;-1,260000020E-1;9,310656779E0
8,324899150E0;6,809999943E-1;-9,239999771E0;-1,600000076E-2;9,265074892E0
8,327388391E0;7,379999757E-1;-9,288000107E0;-1,049999967E-1;9,317865364E0
8,329877621E0;7,549999952E-1;-9,300000191E0;-4,199999943E-2;9,330690893E0
8,332366852E0;6,299999952E-1;-9,414999962E0;-3,999999911E-2;9,436139267E0
8,334855852E0;6,110000014E-1;-9,333000183E0;-5,900000036E-2;9,353164941E0
8,337345006E0;6,110000014E-1;-9,397999763E0;-5,200000107E-2;9,417984103E0
8,339834001E0;5,939999819E-1;-9,366999626E0;-1,190000027E-1;9,386569074E0
8,342323155E0;5,149999857E-1;-9,427000046E0;-4,899999872E-2;9,441184028E0
8,344812078E0;4,280000031E-1;-9,421999931E0;1,000000047E-3;9,431716053E0
8,347301386E0;4,659999907E-1;-9,404999733E0;-1,379999965E-1;9,417548512E0
8,349790616E0;4,210000038E-1;-9,498000145E0;6,499999762E-2;9,507548199E0
8,352279842E0;3,030000031E-1;-9,427000046E0;-4,199999943E-2;9,431961772E0
8,354769304E0;2,649999857E-1;-9,479000092E0;8,699999750E-2;9,483102695E0
8,357258534E0;2,189999968E-1;-9,467000008E0;6,499999762E-2;9,469755812E0
8,359747765E0;2,119999975E-1;-9,494000435E0;1,449999958E-1;9,497474046E0
8,362236770E0;1,949999928E-1;-9,496000290E0;1,599999964E-1;9,499349794E0
8,364725924E0;1,040000021E-1;-9,463000298E0;2,269999981E-1;9,466293870E0
8,367215155E0;-1,000000047E-3;-9,640000343E0;1,790000051E-1;9,641662130E0
8,369704155E0;-1,499999966E-2;-9,553999901E0;2,680000067E-1;9,557769777E0
8,372193616E0;-1,490000039E-1;-9,550999641E0;4,329999983E-1;9,561970725E0
8,374682837E0;-2,840000093E-1;-9,579999924E0;5,820000172E-1;9,601863286E0
8,377172145E0;-4,440000057E-1;-9,605999947E0;9,079999924E-1;9,659028676E0
8,379661299E0;-6,880000234E-1;-9,685000420E0;1,205000043E0;9,783895046E0
8,382150529E0;-8,100000024E-1;-9,803000450E0;1,378999949E0;9,932600802E0
8,384639529E0;-9,800000191E-1;-9,824000359E0;1,746000051E0;1,002596126E1
8,387128976E0;-1,090999961E0;-9,795000076E0;1,904000044E0;1,003780472E1
8,389618207E0;-1,256000042E0;-9,939000130E0;2,141000032E0;1,024427356E1
8,392107515E0;-1,261000037E0;-1,003699970E1;2,572000027E0;1,043775207E1
8,394597053E0;-1,185999990E0;-9,979999542E0;2,845000029E0;1,044514299E1
8,397086515E0;-1,154999971E0;-9,869999886E0;2,709000111E0;1,029998079E1
8,399575740E0;-1,110000014E0;-9,888999939E0;2,572000027E0;1,027811286E1
8,402065048E0;-8,820000291E-1;-9,852999687E0;2,141000032E0;1,012143310E1
8,404554202E0;-6,190000176E-1;-9,791000366E0;1,626000047E0;9,944381597E0
8,407043202E0;-4,099999964E-1;-9,776000023E0;1,077999949E0;9,843798065E0
8,409532424E0;-2,739999890E-1;-9,597000122E0;5,720000267E-1;9,617934881E0
8,412021885E0;-2,210000008E-1;-9,496000290E0;2,080000043E-1;9,500848726E0
8,414511116E0;-1,420000046E-1;-9,491000175E0;-1,449999958E-1;9,493169825E0
8,417000116E0;-1,829999983E-1;-9,303999901E0;-3,869999945E-1;9,313843039E0
8,419489347E0;-1,300000027E-2;-9,161000252E0;-5,400000215E-1;9,176910953E0
8,421978592E0;2,099999972E-2;-9,244999886E0;-7,300000191E-1;9,273799864E0
8,424467745E0;9,000000358E-2;-9,100999832E0;-7,149999738E-1;9,129486454E0
8,426956745E0;1,480000019E-1;-9,119999886E0;-8,780000210E-1;9,163361062E0
8,429445899E0;2,099999934E-1;-9,053000450E0;-9,909999967E-1;9,109500433E0
8,431935130E0;2,549999952E-1;-9,003000259E0;-9,279999733E-1;9,054293049E0
8,434424101E0;1,860000044E-1;-8,972000122E0;-9,399999976E-1;9,023025113E0
8,436913255E0;2,820000052E-1;-8,986000061E0;-7,149999738E-1;9,018810679E0
8,439402563E0;4,090000093E-1;-9,060000420E0;-4,729999900E-1;9,081553700E0
8,441891486E0;6,930000186E-1;-9,138999939E0;2,300000042E-1;9,168122431E0
8,444380716E0;1,148000002E0;-9,081999779E0;8,840000033E-1;9,196851635E0
8,446869976E0;1,307999969E0;-9,284999847E0;1,649999976E0;9,520745034E0
8,449359207E0;1,860999942E0;-9,767000198E0;1,613999963E0;1,007286501E1
8,451848361E0;2,015000105E0;-1,014500046E1;9,720000029E-1;1,038874601E1
8,454337053E0;2,075000048E0;-1,009500027E1;1,266999960E0;1,038363831E1
8,456825899E0;2,263999939E0;-1,035599995E1;2,167000055E0;1,081981145E1
8,459315135E0;2,542000055E0;-1,068900013E1;2,509999990E0;1,127016362E1
8,461804058E0;2,769000053E0;-1,106200027E1;2,292000055E0;1,163135743E1
8,464292981E0;2,877000093E0;-1,139500046E1;1,741000056E0;1,188083525E1
8,466782212E0;3,079999924E0;-1,165400028E1;1,501999974E0;1,214735058E1
8,469270904E0;3,197999954E0;-1,179800034E1;1,687999964E0;1,233974714E1
8,471760164E0;3,171999931E0;-1,164400005E1;2,167000055E0;1,226132986E1
8,474249087E0;3,368000031E0;-1,139500046E1;2,558000088E0;1,215453924E1
8,476738010E0;3,563999891E0;-1,115799999E1;2,770999908E0;1,203667311E1
8,479227241E0;3,696000099E0;-1,092399979E1;3,003000021E0;1,191688706E1
8,481716125E0;3,914000034E0;-1,055200005E1;3,282999992E0;1,172357412E1
8,484205279E0;4,078999996E0;-1,032699966E1;3,568000078E0;1,166258066E1
8,486694510E0;4,130000114E0;-1,016199970E1;3,790999889E0;1,160580971E1
8,489183433E0;4,242000103E0;-9,894000053E0;4,361000061E0;1,161482344E1
8,491672438E0;4,152999878E0;-9,826999664E0;4,656000137E0;1,164026064E1
8,494161361E0;4,179999828E0;-9,805000305E0;4,897999763E0;1,173033807E1
8,496650207E0;3,825000048E0;-9,755000114E0;5,118000031E0;1,166124251E1
8,499139130E0;3,571000099E0;-9,685000420E0;5,168000221E0;1,154380791E1
8,501628130E0;3,176000118E0;-9,668999672E0;5,142000198E0;1,140248646E1
8,504117063E0;2,641999960E0;-9,680000305E0;4,984000206E0;1,120369706E1
8,506605986E0;2,224999905E0;-9,795000076E0;4,967000008E0;1,120552275E1
8,509094909E0;1,705999970E0;-9,991999626E0;4,682000160E0;1,116564454E1
8,511584063E0;1,414000034E0;-1,010200024E1;4,505000114E0;1,115100134E1
8,514073294E0;1,164000034E0;-1,023400021E1;4,264999866E0;1,114808863E1
8,516562298E0;1,003000021E0;-1,038500023E1;4,004000187E0;1,117525196E1
8,519051221E0;8,479999900E-1;-1,050399971E1;3,568000078E0;1,112581406E1
8,521540144E0;6,589999795E-1;-1,069400024E1;3,299999952E0;1,121097328E1
8,524029067E0;4,959999919E-1;-1,089500046E1;3,043999910E0;1,132311735E1
8,526518221E0;3,389999866E-1;-1,098299980E1;2,770999908E0;1,133223924E1
8,529007159E0;4,699999839E-2;-1,129699993E1;2,505000114E0;1,157149264E1
8,531496159E0;-6,800000370E-2;-1,137100029E1;2,263000011E0;1,159419858E1
8,533985082E0;-1,899999976E-1;-1,149100018E1;1,983000040E0;1,166239573E1
8,536474236E0;-3,889999986E-1;-1,165900040E1;1,789000034E0;1,180186987E1
8,538963236E0;-6,430000067E-1;-1,170199966E1;1,639999986E0;1,183384321E1
8,541452178E0;-8,730000257E-1;-1,178299999E1;1,636000037E0;1,192802222E1
8,543941332E0;-1,078999996E0;-1,183100033E1;1,672000051E0;1,199718275E1
8,546430332E0;-1,330000043E0;-1,189099979E1;1,781999946E0;1,209711949E1
8,548919486E0;-1,411999941E0;-1,196100044E1;2,028000116E0;1,221360143E1
8,551408486E0;-1,514999986E0;-1,198700047E1;2,273000002E0;1,229430495E1
8,553897332E0;-1,378000021E0;-1,198200035E1;2,664999962E0;1,235190031E1
8,556386332E0;-1,348999977E0;-1,207600021E1;2,730000019E0;1,245401470E1
8,558875255E0;-1,258000016E0;-1,196300030E1;2,825999975E0;1,235646454E1
8,561364486E0;-1,075999975E0;-1,209500027E1;2,753999949E0;1,245115750E1
8,563853640E0;-9,829999804E-1;-1,197500038E1;2,734999895E0;1,232262746E1
8,566342577E0;-7,770000100E-1;-1,191699982E1;2,558000088E0;1,221318870E1
8,568831577E0;-6,090000272E-1;-1,179800034E1;2,325000048E0;1,204032052E1
8,571320500E0;-3,630000055E-1;-1,165600014E1;2,230000019E0;1,187295280E1
8,573809423E0;-9,000000358E-2;-1,153199959E1;2,197999954E0;1,173994541E1
8,576298654E0;3,009999990E-1;-1,141199970E1;2,309000015E0;1,164713781E1
8,578787577E0;6,690000296E-1;-1,137100029E1;2,483000040E0;1,165815156E1
8,581276808E0;1,026000023E0;-1,116300011E1;2,756000042E0;1,154386346E1
8,583765962E0;1,312999964E0;-1,102900028E1;3,147000074E0;1,154410783E1
8,586255192E0;1,700999975E0;-1,089700031E1;3,467999935E0;1,156135979E1
8,588744188E0;1,876000047E0;-1,077499962E1;3,789000034E0;1,157482243E1
8,591233342E0;2,042999983E0;-1,058100033E1;4,234000206E0;1,157834939E1
8,593722342E0;2,273000002E0;-1,049699974E1;4,657999992E0;1,170685682E1
8,596211496E0;2,276000023E0;-1,033399963E1;4,931000233E0;1,167418039E1
8,598700496E0;2,220999956E0;-1,032499981E1;5,198999882E0;1,177149360E1
8,601189341E0;1,904999971E0;-1,045899963E1;5,322000027E0;1,188879231E1
8,603678264E0;1,736999989E0;-1,052799988E1;5,467999935E0;1,198978622E1
8,606167572E0;1,429999948E0;-1,061499977E1;5,368999958E0;1,198120530E1
8,608656495E0;1,152999997E0;-1,068200016E1;5,254000187E0;1,195989358E1
8,611145418E0;1,080999970E0;-1,075599957E1;5,149000168E0;1,197381686E1
8,613634582E0;8,650000095E-1;-1,085200024E1;5,209000111E0;1,206846371E1
8,616123274E0;8,560000062E-1;-1,098799992E1;5,135000229E0;1,215882830E1
8,618612197E0;7,860000134E-1;-1,099300003E1;5,175000191E0;1,217556868E1
8,621101121E0;7,049999833E-1;-1,118900013E1;5,025000095E0;1,228582007E1
8,623590351E0;7,329999804E-1;-1,111299992E1;4,870999813E0;1,215576798E1
8,626079202E0;7,670000196E-1;-1,101200008E1;4,682000160E0;1,199056130E1
8,628568126E0;8,119999766E-1;-1,087800026E1;4,524000168E0;1,180918334E1
8,631057126E0;8,479999900E-1;-1,087800026E1;4,440000057E0;1,177979601E1
8,633546279E0;9,029999971E-1;-1,084899998E1;4,050000191E0;1,161545139E1
8,636035202E0;9,850000143E-1;-1,082299995E1;3,750000000E0;1,149652352E1
8,638524178E0;1,001999974E0;-1,089700031E1;3,532000065E0;1,149885404E1
8,641013025E0;8,909999728E-1;-1,104599953E1;3,176000118E0;1,152800777E1
8,643502025E0;8,479999900E-1;-1,111499977E1;2,940999985E0;1,152873821E1
8,645990871E0;6,259999871E-1;-1,120400047E1;3,009999990E0;1,161815831E1
8,648479794E0;5,709999800E-1;-1,119200039E1;2,910000086E0;1,157821291E1
8,650968702E0;5,099999905E-1;-1,120100021E1;2,740000010E0;1,154253464E1
8,653457625E0;3,630000055E-1;-1,109399986E1;2,630000114E0;1,140725657E1
8,655946625E0;2,549999952E-1;-1,099499989E1;2,546000004E0;1,128880700E1
8,658435548E0;2,720000148E-1;-1,084899998E1;2,476000071E0;1,113127849E1
8,660924702E0;1,879999936E-1;-1,062899971E1;2,346999884E0;1,088666098E1
8,663413615E0;1,379999965E-1;-1,047599983E1;2,142999887E0;1,069383304E1
8,665902307E0;1,600000076E-2;-1,022700024E1;2,045000076E0;1,042946859E1
8,668391230E0;4,000000190E-3;-1,003299999E1;1,957000017E0;1,022208168E1
8,670880077E0;-6,800000370E-2;-9,921999931E0;1,796000004E0;1,008346779E1
8,673369000E0;-1,519999951E-1;-9,661000252E0;1,684000015E0;9,807848180E0
8,675858034E0;-1,469999999E-1;-9,611000061E0;1,631000042E0;9,749517542E0
8,678347264E0;-6,300000101E-2;-9,498000145E0;1,478000045E0;9,612515794E0
8,680836188E0;-1,499999966E-2;-9,269000053E0;1,547000051E0;9,397222789E0
8,683325341E0;1,799999923E-2;-9,163000107E0;1,680999994E0;9,315935591E0
8,685814341E0;1,159999967E-1;-9,114999771E0;1,766999960E0;9,285416829E0
8,688303255E0;2,460000068E-1;-9,045999527E0;1,968999982E0;9,261079007E0
8,690792485E0;4,939999878E-1;-8,911999702E0;2,256000042E0;9,206373383E0
8,693281639E0;6,399999857E-1;-8,829999924E0;2,552999973E0;9,213919226E0
8,695770639E0;9,969999790E-1;-8,781999588E0;2,839999914E0;9,283486696E0
8,698259870E0;1,215000033E0;-8,682000160E0;3,079999924E0;9,291918607E0
8,700749024E0;1,411000013E0;-8,678999901E0;3,517999887E0;9,470601012E0
8,703238255E0;1,585999966E0;-8,454000473E0;3,861000061E0;9,428300025E0
8,705727485E0;1,988000035E0;-8,439999580E0;4,050000191E0;9,570174429E0
8,708216485E0;2,098999977E0;-8,385000229E0;4,422999859E0;9,709632202E0
8,710705408E0;2,338000059E0;-8,354000092E0;4,672999859E0;9,853552125E0
8,713194543E0;2,526999950E0;-8,505000114E0;4,833000183E0;1,010339777E1
8,715683543E0;2,684999943E0;-8,399000168E0;5,171000004E0;1,022211669E1
8,718172466E0;2,944000006E0;-8,494999886E0;5,254000187E0;1,041329329E1
8,720661389E0;2,905999899E0;-8,526000023E0;5,446000099E0;1,052598826E1
8,723150313E0;2,986999989E0;-8,640999794E0;5,722000122E0;1,078565398E1
8,725639553E0;2,848000050E0;-8,524000168E0;5,723999977E0;1,065522683E1
8,728128707E0;2,723999977E0;-8,652999878E0;5,869999886E0;1,080515994E1
8,730617630E0;2,637000084E0;-8,706000328E0;5,857999802E0;1,081962905E1
8,733106861E0;2,539000034E0;-8,937999725E0;5,959000111E0;1,103829890E1
8,735595784E0;2,364000082E0;-8,998000145E0;6,032999992E0;1,108826370E1
8,738084769E0;2,246999979E0;-9,244999886E0;6,222000122E0;1,136803929E1
8,740574000E0;2,042999983E0;-9,364000320E0;6,453999996E0;1,155475949E1
8,743063154E0;2,069999933E0;-9,399999619E0;6,633999825E0;1,168994637E1
8,745551769E0;2,039999962E0;-9,454999924E0;6,874000072E0;1,186636003E1
8,748040692E0;2,059999943E0;-9,543999672E0;6,889999866E0;1,195004718E1
8,750529395E0;1,878000021E0;-9,637000084E0;6,968999863E0;1,204016668E1
8,753018548E0;1,695999980E0;-9,642000198E0;7,112999916E0;1,210121281E1
8,755507548E0;1,445000052E0;-9,774000168E0;7,052999973E0;1,213935390E1
8,757996779E0;1,284000039E0;-9,833999634E0;6,998000145E0;1,213788330E1
8,760486005E0;1,172000051E0;-9,975000381E0;6,837999821E0;1,215040980E1
8,762974928E0;1,088000059E0;-9,972999573E0;6,829999924E0;1,213644773E1
8,765464082E0;9,539999962E-1;-1,006599998E1;6,668000221E0;1,211184126E1
8,767953082E0;8,050000072E-1;-1,004199982E1;6,584000111E0;1,203490103E1
8,770442236E0;8,360000253E-1;-1,010900021E1;6,471000195E0;1,203181718E1
8,772931159E0;7,429999709E-1;-1,013300037E1;6,366000175E0;1,198981667E1
8,775420082E0;6,779999733E-1;-1,001099968E1;6,131000042E0;1,175878225E1
8,777909005E0;7,139999866E-1;-1,004199982E1;6,152999878E0;1,179876959E1
8,780397928E0;6,060000062E-1;-9,930000305E0;6,022999763E0;1,162964609E1
8,782886837E0;7,170000076E-1;-9,894000053E0;6,004000187E0;1,159540186E1
8,785375760E0;7,310000062E-1;-9,847999573E0;5,953999996E0;1,153115660E1
8,787864760E0;8,080000281E-1;-9,708999634E0;5,841000080E0;1,135934945E1
8,790353683E0;8,439999819E-1;-9,618000031E0;5,702000141E0;1,121298650E1
8,792842606E0;9,779999852E-1;-9,605999947E0;5,752999783E0;1,123960522E1
8,795331538E0;1,052000046E0;-9,404999733E0;5,606999874E0;1,099996235E1
8,797820462E0;1,299000025E0;-9,434000015E0;5,688000202E0;1,109238945E1
8,800309385E0;1,460999966E0;-9,345000267E0;5,741000175E0;1,106447621E1
8,802798615E0;1,687000036E0;-9,206000328E0;5,857999802E0;1,104140267E1
8,805287769E0;1,978999972E0;-9,088999748E0;5,824999809E0;1,097528952E1
8,807776769E0;2,115000010E0;-9,043000221E0;5,986999989E0;1,104958130E1
8,810265615E0;2,263999939E0;-8,878000259E0;6,008999825E0;1,095685462E1
8,812754308E0;2,532000065E0;-8,798999786E0;6,057000160E0;1,097819077E1
8,815243231E0;2,586999893E0;-8,729999542E0;6,433000088E0;1,114849544E1
8,817732154E0;2,697000027E0;-8,588000298E0;6,380000114E0;1,103322073E1
8,820221010E0;2,842999935E0;-8,435000420E0;6,380000114E0;1,095154246E1
8,822710010E0;3,061000109E0;-8,380000114E0;6,508999825E0;1,104360459E1
8,825199164E0;3,183000088E0;-8,284000397E0;6,691999912E0;1,111481061E1
8,827688087E0;3,118999958E0;-8,312999725E0;6,644000053E0;1,108949331E1
8,830177087E0;3,174000025E0;-8,180999756E0;6,557000160E0;1,095432719E1
8,832666318E0;3,183000088E0;-8,104000092E0;6,614999771E0;1,093455664E1
8,835155472E0;3,071000099E0;-8,088000298E0;6,565000057E0;1,086029540E1
8,837644395E0;2,938999891E0;-8,057000160E0;6,453999996E0;1,073345647E1
8,840133318E0;2,707000017E0;-8,005000114E0;6,283999920E0;1,053074218E1
8,842622241E0;2,622999907E0;-8,123000145E0;6,125999928E0;1,050671856E1
8,845111251E0;2,438999891E0;-8,022999763E0;6,087999821E0;1,036247979E1
8,847600174E0;2,345000029E0;-8,102000237E0;5,932000160E0;1,031164676E1
8,850089097E0;2,180000067E0;-8,128000259E0;5,986999989E0;1,032767919E1
8,852578020E0;1,978999972E0;-8,102000237E0;5,943999767E0;1,024158103E1
8,855066866E0;1,876000047E0;-8,154000282E0;5,722000122E0;1,013648766E1
8,857555784E0;1,773000002E0;-8,166999817E0;5,639999866E0;1,008231191E1
8,860045015E0;1,514000058E0;-8,251000404E0;5,486999989E0;1,002389010E1
8,862533938E0;1,363000035E0;-8,399000168E0;5,326000214E0;1,003828926E1
8,865022938E0;1,271999955E0;-8,470999718E0;5,198999882E0;1,002025049E1
8,867511784E0;1,032999992E0;-8,524000168E0;5,123000145E0;9,998539810E0
8,870000779E0;9,390000105E-1;-8,628999710E0;5,051000118E0;1,004260719E1
8,872489702E0;8,579999804E-1;-8,548000336E0;5,013000011E0;9,946589507E0
8,874978626E0;8,510000110E-1;-8,539999962E0;4,842999935E0;9,854463392E0
8,877467549E0;8,479999900E-1;-8,397000313E0;4,784999847E0;9,701800955E0
8,879956698E0;9,079999924E-1;-8,333999634E0;4,775000095E0;9,647830834E0
8,882445621E0;9,440000057E-1;-8,211999893E0;4,736999989E0;9,527184639E0
8,884934313E0;1,106999993E0;-8,032999992E0;4,826000214E0;9,436356072E0
8,887423544E0;1,279000044E0;-7,816999912E0;4,821000099E0;9,272721860E0
8,889912467E0;1,442000031E0;-7,711999893E0;4,953000069E0;9,278281960E0
8,892401381E0;1,588000059E0;-7,511000156E0;5,131999969E0;9,234408006E0
8,894890304E0;1,633999944E0;-7,375999928E0;5,309999943E0;9,234253090E0
8,897379227E0;1,736999989E0;-7,221000195E0;5,420000076E0;9,194368581E0
8,899868150E0;1,866000056E0;-7,063000202E0;5,594999790E0;9,201736288E0
8,902356996E0;1,919000030E0;-6,900000095E0;5,762000084E0;9,192018679E0
8,904846000E0;2,016999960E0;-6,789999962E0;5,820000172E0;9,167594576E0
8,907334846E0;2,059999943E0;-6,727000237E0;5,748000145E0;9,084912636E0
8,909823770E0;2,184999943E0;-6,565000057E0;5,850999832E0;9,061327140E0
8,912312693E0;2,349999905E0;-6,434999943E0;5,978000164E0;9,092205991E0
8,914801693E0;2,483999968E0;-6,394999981E0;5,966000080E0;9,091723574E0
8,917290626E0;2,532000065E0;-6,173999786E0;6,068999767E0;9,020091788E0
8,919779472E0;2,730999947E0;-6,196000099E0;6,001999855E0;9,048357873E0
8,922268395E0;2,841000080E0;-6,039999962E0;6,083000183E0;9,030823452E0
8,924757318E0;2,946000099E0;-5,880000114E0;6,132999897E0;8,992608391E0
8,927246318E0;3,150000095E0;-5,899000168E0;6,046999931E0;9,015925452E0
8,929735159E0;3,124000072E0;-5,767000198E0;6,065999985E0;8,933869462E0
8,932224390E0;3,250999928E0;-5,697999954E0;6,061999798E0;8,932191532E0
8,934713621E0;3,290999889E0;-5,567999840E0;6,129000187E0;8,910552496E0
8,937202544E0;3,272000074E0;-5,651999950E0;6,271999836E0;9,054781602E0
8,939691544E0;3,115999937E0;-5,539999962E0;6,152999878E0;8,846494373E0
8,942180385E0;3,069000006E0;-5,613999844E0;6,143000126E0;8,869735386E0
8,944669385E0;2,977999926E0;-5,499000072E0;6,124000072E0;8,752763120E0
8,947158847E0;2,772000074E0;-5,465000153E0;6,039999962E0;8,604174023E0
8,949647847E0;2,736000061E0;-5,578000069E0;5,888999939E0;8,560379745E0
8,952137077E0;2,517999887E0;-5,530000210E0;5,855999947E0;8,438836480E0
8,954626308E0;2,517999887E0;-5,594999790E0;5,783999920E0;8,432022365E0
8,957115154E0;2,418999910E0;-5,662000179E0;5,697999954E0;8,389100671E0
8,959604154E0;2,234999895E0;-5,662000179E0;5,571000099E0;8,251636969E0
8,962093616E0;2,242000103E0;-5,553999901E0;5,446000099E0;8,095208239E0
8,964582616E0;2,046000004E0;-5,725999832E0;5,302000046E0;8,067489980E0
8,967071477E0;1,975999951E0;-5,676000118E0;5,302000046E0;8,014534150E0
8,969560400E0;1,784999967E0;-5,632999897E0;5,206999779E0;7,875897372E0
8,972049631E0;1,616999984E0;-5,548999786E0;5,125000000E0;7,724746765E0
8,974538862E0;1,575999975E0;-5,534999847E0;5,081999779E0;7,677676796E0
8,977027785E0;1,473000050E0;-5,395999908E0;5,104000092E0;7,572143758E0
8,979517035E0;1,452000022E0;-5,232999802E0;5,051000118E0;7,416548603E0
8,982006035E0;1,470999956E0;-4,954999924E0;5,092000008E0;7,255641198E0
8,984494959E0;1,417999983E0;-4,934000015E0;5,191999912E0;7,301502804E0
8,986984112E0;1,414000034E0;-4,815999985E0;5,304999828E0;7,303168842E0
8,989473343E0;1,449000001E0;-4,696000099E0;5,427000046E0;7,321498988E0
8,991962265E0;1,463999987E0;-4,517000198E0;5,602000237E0;7,343636252E0
8,994451265E0;1,475999951E0;-4,431000233E0;5,774000168E0;7,426399993E0
8,996940419E0;1,425999999E0;-4,445000172E0;5,922999859E0;7,541447464E0
8,999429650E0;1,483000040E0;-4,291999817E0;6,162000179E0;7,654462604E0
9,001918342E0;1,447000027E0;-4,322999954E0;6,118999958E0;7,630484792E0
9,004407237E0;1,425999999E0;-4,347000122E0;6,223999977E0;7,724510455E0
9,006896391E0;1,406000018E0;-4,343999863E0;6,347000122E0;7,818668775E0
9,009385314E0;1,389999986E0;-4,320000172E0;6,324999809E0;7,784608149E0
9,011874007E0;1,440000057E0;-4,306000233E0;6,418000221E0;7,861676985E0
9,014362930E0;1,453999996E0;-4,427999973E0;6,489999771E0;7,990081150E0
