"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1,771295135E0;-1,455000043E0;-9,862999916E0;1,790000051E-1;9,971350634E0
1,773784058E0;-1,411999941E0;-9,845999718E0;-1,799999923E-2;9,946747120E0
1,776272981E0;-1,286999941E0;-9,755000114E0;2,109999955E-1;9,841794403E0
1,778761981E0;-1,230000019E0;-9,732999802E0;9,399999678E-2;9,810862408E0
1,781251438E0;-1,167000055E0;-9,696999550E0;1,650000066E-1;9,768362934E0
1,783740669E0;-1,152999997E0;-9,560999870E0;2,820000052E-1;9,634399385E0
1,786229592E0;-1,115000010E0;-9,397999763E0;2,660000026E-1;9,467649158E0
1,788718515E0;-1,059000015E0;-9,423999786E0;2,939999998E-1;9,487870625E0
1,791207826E0;-9,879999757E-1;-9,421999931E0;2,919999957E-1;9,478158611E0
1,793696980E0;-9,350000024E-1;-9,387999535E0;3,810000122E-1;9,442135419E0
1,796186211E0;-8,370000124E-1;-9,314000130E0;3,140000105E-1;9,356803057E0
1,798675442E0;-7,220000029E-1;-9,157999992E0;4,050000012E-1;9,195339736E0
1,801164365E0;-6,190000176E-1;-9,166000366E0;3,160000145E-1;9,192310903E0
1,803653288E0;-4,889999926E-1;-9,060000420E0;3,779999912E-1;9,081057900E0
1,806142288E0;-3,790000081E-1;-9,041000366E0;2,939999998E-1;9,053715515E0
1,808631519E0;-2,930000126E-1;-8,932999611E0;3,400000036E-1;8,944268056E0
1,811120673E0;-2,430000007E-1;-8,984000206E0;1,420000046E-1;8,988407685E0
1,813609903E0;-1,089999974E-1;-8,861000061E0;2,179999948E-1;8,864351475E0
1,816098889E0;-4,399999976E-2;-8,848999977E0;2,680000067E-1;8,853166699E0
1,818588351E0;-2,199999988E-2;-8,833000183E0;1,180000007E-1;8,833815723E0
1,821077582E0;1,669999957E-1;-8,880999565E0;1,449999958E-1;8,883752995E0
1,823566582E0;2,750000060E-1;-8,857000351E0;1,010000035E-1;8,861844121E0
1,826055813E0;1,909999996E-1;-8,887999535E0;1,089999974E-1;8,890719753E0
1,828545077E0;2,770000100E-1;-9,000000000E0;-4,699999839E-2;9,004384377E0
1,831034308E0;3,300000131E-1;-8,951999664E0;-4,000000190E-3;8,958080933E0
1,833523462E0;3,970000148E-1;-9,027000427E0;-6,400000304E-2;9,035952729E0
1,836012462E0;2,820000052E-1;-9,064999580E0;-7,299999893E-2;9,069678627E0
1,838501683E0;4,059999883E-1;-9,107999802E0;-2,630000114E-1;9,120836880E0
1,840991144E0;4,350000024E-1;-9,119999886E0;-1,860000044E-1;9,132262530E0
1,843480375E0;4,819999933E-1;-9,213000298E0;-2,220000029E-1;9,228270828E0
1,845969375E0;4,280000031E-1;-9,303999901E0;-3,079999983E-1;9,318930312E0
1,848458837E0;4,040000141E-1;-9,289999962E0;-3,149999976E-1;9,304114160E0
1,850947827E0;4,519999921E-1;-9,326000214E0;-1,909999996E-1;9,338900630E0
1,853436980E0;3,459999859E-1;-9,387999535E0;-2,890000045E-1;9,398817599E0
1,855925980E0;3,079999983E-1;-9,463000298E0;-3,919999897E-1;9,476122763E0
1,858415134E0;3,009999990E-1;-9,406999588E0;-3,030000031E-1;9,416690037E0
1,860904057E0;2,389999926E-1;-9,472000122E0;-2,500000000E-1;9,478312472E0
1,863393057E0;2,049999982E-1;-9,498000145E0;-3,079999983E-1;9,505203614E0
1,865882211E0;7,599999756E-2;-9,527000427E0;-3,269999921E-1;9,532913623E0
1,868371134E0;-4,399999976E-2;-9,605999947E0;-2,890000045E-1;9,610447023E0
1,870859827E0;-1,059999987E-1;-9,640000343E0;-4,140000045E-1;9,649468308E0
1,873349052E0;-2,500000000E-1;-9,713999748E0;-4,250000119E-1;9,726505854E0
1,875837976E0;-3,310000002E-1;-9,781000137E0;-4,830000103E-1;9,798510790E0
1,878326899E0;-4,510000050E-1;-9,866999626E0;-4,300000072E-1;9,886656798E0
1,880815822E0;-4,799999893E-1;-9,819000244E0;-5,009999871E-1;9,843483467E0
1,883305052E0;-5,490000248E-1;-9,821999550E0;-5,310000181E-1;9,851651496E0
1,885794279E0;-6,669999957E-1;-9,895999908E0;-4,539999962E-1;9,928837756E0
1,888283510E0;-6,620000005E-1;-9,975000381E0;-5,120000243E-1;1,001004599E1
1,890772972E0;-6,669999957E-1;-9,979999542E0;-5,979999900E-1;1,002012394E1
1,893261895E0;-7,459999919E-1;-9,951000214E0;-5,049999952E-1;9,991693862E0
1,895750895E0;-8,029999733E-1;-1,008800030E1;-6,169999838E-1;1,013870051E1
1,898239832E0;-8,299999833E-1;-1,006400013E1;-5,070000291E-1;1,011088758E1
1,900728986E0;-8,059999943E-1;-1,007800007E1;-5,500000119E-1;1,012512822E1
1,903217986E0;-8,460000157E-1;-1,001799965E1;-5,669999719E-1;1,006963366E1
1,905706909E0;-7,889999747E-1;-1,007100010E1;-5,759999752E-1;1,011826763E1
1,908195832E0;-7,459999919E-1;-1,000100040E1;-4,090000093E-1;1,003712140E1
1,910685063E0;-7,310000062E-1;-9,946000099E0;-5,000000000E-1;9,985353223E0
1,913174216E0;-7,189999819E-1;-1,002499962E1;-3,389999866E-1;1,005646555E1
1,915663139E0;-6,520000100E-1;-9,961000443E0;-4,900000095E-1;9,994335087E0
1,918152139E0;-6,140000224E-1;-9,965000153E0;-5,310000181E-1;9,998009056E0
1,920641063E0;-5,450000167E-1;-9,927000046E0;-5,329999924E-1;9,956226389E0
1,923130221E0;-5,690000057E-1;-9,996999741E0;-4,609999955E-1;1,002378600E1
1,925619452E0;-4,370000064E-1;-9,984999657E0;-5,090000033E-1;1,000751059E1
1,928108375E0;-4,320000112E-1;-9,921999931E0;-4,110000134E-1;9,939900787E0
1,930597606E0;-4,300000072E-1;-9,944000244E0;-4,690000117E-1;9,964336499E0
1,933086529E0;-3,700000048E-1;-1,003699970E1;-4,569999874E-1;1,005420867E1
1,935575529E0;-3,459999859E-1;-9,939000130E0;-4,539999962E-1;9,955378223E0
1,938065068E0;-3,429999948E-1;-1,001599979E1;-4,059999883E-1;1,003009157E1
1,940554221E0;-1,609999985E-1;-9,970000267E0;-5,170000196E-1;9,984694054E0
1,943043221E0;-1,609999985E-1;-9,913000107E0;-4,140000045E-1;9,922947552E0
1,945532375E0;-3,400000185E-2;-9,968000412E0;-4,539999962E-1;9,978391865E0
1,948021577E0;-8,699999750E-2;-9,907999992E0;-5,210000277E-1;9,922070040E0
1,950510808E0;3,999999911E-2;-9,901000023E0;-4,810000062E-1;9,912757561E0
1,952999808E0;7,100000232E-2;-9,921999931E0;-4,230000079E-1;9,931266417E0
1,955488962E0;1,120000035E-1;-9,942000389E0;-4,350000024E-1;9,952142520E0
1,957978192E0;1,430000067E-1;-9,914999962E0;-3,989999890E-1;9,924055332E0
1,960467177E0;2,070000023E-1;-9,862999916E0;-4,140000045E-1;9,873854989E0
1,962956331E0;1,720000058E-1;-9,977000237E0;-3,849999905E-1;9,985907205E0
1,965445331E0;1,309999973E-1;-1,003499985E1;-2,989999950E-1;1,004030796E1
1,967934562E0;1,309999973E-1;-1,009000015E1;-3,009999990E-1;1,009533878E1
1,970423485E0;5,700000003E-2;-9,998999596E0;-3,750000000E-1;1,000619143E1
1,972912639E0;1,280000061E-1;-9,873999596E0;-2,790000141E-1;9,878769813E0
1,975401870E0;-8,699999750E-2;-9,862999916E0;-2,029999942E-1;9,865472383E0
1,977890870E0;2,099999972E-2;-9,869999886E0;-3,510000110E-1;9,876261426E0
1,980379793E0;-6,100000069E-2;-9,763999939E0;-1,739999950E-1;9,765740720E0
1,982868933E0;-3,900000080E-2;-9,720999718E0;-4,899999872E-2;9,721201444E0
1,985358471E0;-6,300000101E-2;-9,656999588E0;-6,400000304E-2;9,657417152E0
1,987847394E0;-8,500000089E-2;-9,609000206E0;-6,899999827E-2;9,609623872E0
1,990336702E0;-1,230000034E-1;-9,642000198E0;4,600000009E-2;9,642894422E0
1,992826164E0;-1,759999990E-1;-9,560999870E0;6,000000052E-3;9,562621530E0
1,995315403E0;-1,209999993E-1;-9,567999840E0;9,999999776E-3;9,568770137E0
1,997804403E0;-1,570000052E-1;-9,548999786E0;1,790000051E-1;9,551967699E0
2,000293557E0;-1,519999951E-1;-9,621000290E0;2,199999988E-1;9,624715610E0
2,002782557E0;-1,829999983E-1;-9,661000252E0;1,599999964E-1;9,664057888E0
2,005271788E0;-1,230000034E-1;-9,652000427E0;2,989999950E-1;9,657413849E0
2,007761024E0;-1,589999944E-1;-9,666000366E0;4,289999902E-1;9,676822054E0
2,010250178E0;-1,829999983E-1;-9,598999977E0;3,899999857E-1;9,608662214E0
2,012739408E0;-1,710000038E-1;-9,663999557E0;4,239999950E-1;9,674807721E0
2,015228639E0;-7,800000161E-2;-9,659000397E0;5,120000243E-1;9,672875306E0
2,017717870E0;-1,180000007E-1;-9,699999809E0;4,860000014E-1;9,712884036E0
2,020207403E0;-2,700000070E-2;-9,666000366E0;5,429999828E-1;9,681277863E0
2,022696634E0;-5,600000173E-2;-9,704000473E0;5,389999747E-1;9,719119412E0
2,025185865E0;-1,469999999E-1;-9,694999695E0;6,079999804E-1;9,715157850E0
2,027674865E0;-1,899999976E-1;-9,682999611E0;5,749999881E-1;9,701917669E0
2,030164010E0;-2,450000048E-1;-9,635000229E0;6,370000243E-1;9,659141962E0
2,032653317E0;-2,310000062E-1;-9,678000450E0;5,389999747E-1;9,695750342E0
2,035142471E0;-2,259999961E-1;-9,534000397E0;5,939999819E-1;9,555159629E0
2,037631702E0;-3,389999866E-1;-9,612999916E0;5,199999809E-1;9,633020729E0
2,040120933E0;-3,720000088E-1;-9,718999863E0;6,750000119E-1;9,749511134E0
2,042609942E0;-3,459999859E-1;-9,628000259E0;5,600000024E-1;9,650476931E0
2,045098865E0;-3,980000019E-1;-9,678000450E0;6,679999828E-1;9,709187437E0
2,047588019E0;-3,860000074E-1;-9,663999557E0;5,820000172E-1;9,689200559E0
2,050077250E0;-3,359999955E-1;-9,663999557E0;5,270000100E-1;9,684188787E0
2,052566178E0;-3,819999993E-1;-9,647000313E0;5,000000000E-1;9,667499110E0
2,055055101E0;-3,819999993E-1;-9,663999557E0;5,429999828E-1;9,686777608E0
2,057544332E0;-3,650000095E-1;-9,680000305E0;4,480000138E-1;9,697233365E0
2,060033332E0;-3,650000095E-1;-9,567999840E0;4,839999974E-1;9,587184255E0
2,062522562E0;-3,790000081E-1;-9,505999565E0;4,810000062E-1;9,525703635E0
2,065011711E0;-4,199999869E-1;-9,491000175E0;3,330000043E-1;9,506122939E0
2,067500942E0;-3,170000017E-1;-9,460000038E0;3,330000043E-1;9,471165648E0
2,069989942E0;-3,429999948E-1;-9,451000214E0;3,709999919E-1;9,464496554E0
2,072478865E0;-2,360000014E-1;-9,428999901E0;2,370000035E-1;9,434930001E0
2,074968096E0;-3,030000031E-1;-9,428999901E0;3,729999959E-1;9,441238114E0
2,077457337E0;-3,269999921E-1;-9,357000351E0;2,489999980E-1;9,366022932E0
2,079946490E0;-2,980000079E-1;-9,362000465E0;2,730000019E-1;9,370719595E0
2,082435721E0;-2,949999869E-1;-9,369000435E0;2,800000012E-1;9,377824595E0
2,084924644E0;-2,310000062E-1;-9,387999535E0;2,269999981E-1;9,393584261E0
2,087413875E0;-2,160000056E-1;-9,272999763E0;2,150000036E-1;9,278006554E0
2,089902875E0;-2,280000001E-1;-9,319000244E0;1,700000018E-1;9,323338970E0
2,092391798E0;-2,210000008E-1;-9,321000099E0;1,790000051E-1;9,325337788E0
2,094881029E0;-2,840000093E-1;-9,314000130E0;1,519999951E-1;9,319568575E0
2,097370260E0;-2,430000007E-1;-9,272999763E0;1,519999951E-1;9,277428394E0
2,099859414E0;-1,879999936E-1;-9,312000275E0;6,499999762E-2;9,314124656E0
2,102348342E0;-1,729999930E-1;-9,296999931E0;8,200000226E-2;9,298970950E0
2,104837649E0;-6,100000069E-2;-9,411999702E0;2,700000070E-2;9,412236100E0
2,107326803E0;-7,000000030E-2;-9,369000435E0;5,400000140E-2;9,369417546E0
2,109815803E0;-6,100000069E-2;-9,472000122E0;1,159999967E-1;9,472906804E0
2,112305034E0;5,400000140E-2;-9,565999985E0;4,600000009E-2;9,566262996E0
2,114794260E0;1,799999923E-2;-9,484000206E0;7,000000030E-2;9,484275613E0
2,117283414E0;1,000000015E-1;-9,579999924E0;1,040000021E-1;9,581086292E0
2,119772414E0;2,750000060E-1;-9,494000435E0;-3,500000015E-2;9,498046866E0
2,122261644E0;1,949999928E-1;-9,621000290E0;-1,799999923E-2;9,622993067E0
2,124750875E0;2,500000000E-1;-9,647000313E0;4,399999976E-2;9,650339426E0
2,127239991E0;3,079999983E-1;-9,633000374E0;-1,600000076E-2;9,637936304E0
2,129728991E0;2,960000038E-1;-9,652000427E0;1,799999923E-2;9,656554885E0
2,132218453E0;1,979999989E-1;-9,673000336E0;1,089999974E-1;9,675640573E0
2,134707453E0;2,479999959E-1;-9,760000229E0;1,000000047E-3;9,763150591E0
2,137196683E0;2,389999926E-1;-9,666000366E0;-2,800000086E-2;9,668995195E0
2,139685851E0;2,890000045E-1;-9,762000084E0;9,999999776E-3;9,766282130E0
2,142175082E0;2,000000030E-1;-9,630000114E0;-6,899999827E-2;9,632323874E0
2,144664313E0;2,579999864E-1;-9,704000473E0;-1,400000043E-2;9,707439682E0
2,147153313E0;2,070000023E-1;-9,829000473E0;4,199999943E-2;9,831269669E0
2,149642788E0;1,040000021E-1;-9,840999603E0;-8,999999613E-3;9,841553241E0
2,152132327E0;9,000000358E-2;-9,812000275E0;1,449999958E-1;9,813484314E0
2,154621558E0;1,430000067E-1;-9,760000229E0;3,900000080E-2;9,761125676E0
2,157110788E0;1,500000060E-1;-9,788000107E0;4,600000009E-2;9,789257484E0
2,159600096E0;-2,999999933E-2;-9,831000328E0;6,000000052E-3;9,831047932E0
2,162089327E0;-1,300000027E-2;-9,843000412E0;6,300000101E-2;9,843210610E0
2,164578481E0;-6,100000069E-2;-9,942000389E0;1,209999993E-1;9,942923802E0
2,167067788E0;-6,300000101E-2;-9,894000053E0;6,000000052E-3;9,894202447E0
2,169557019E0;-1,609999985E-1;-9,909999847E0;1,700000018E-1;9,912765405E0
2,172046173E0;-2,380000055E-1;-9,857999802E0;1,040000021E-1;9,861420795E0
2,174534865E0;-1,369999945E-1;-9,901000023E0;-6,100000069E-2;9,902135702E0
2,177024096E0;-2,879999876E-1;-9,937000275E0;1,300000027E-2;9,941181391E0
2,179513250E0;-2,910000086E-1;-9,894000053E0;1,059999987E-1;9,898846097E0
2,182002250E0;-3,529999852E-1;-9,906000137E0;7,699999958E-2;9,912586782E0
2,184491394E0;-4,300000072E-1;-9,857999802E0;3,900000080E-2;9,867450587E0
2,186980625E0;-4,269999862E-1;-9,897999763E0;1,580000073E-1;9,908465689E0
2,189469625E0;-5,709999800E-1;-9,800000191E0;1,010000035E-1;9,817140404E0
2,191958778E0;-5,590000153E-1;-9,805000305E0;1,209999993E-1;9,821667527E0
2,194447778E0;-5,609999895E-1;-9,805000305E0;8,500000089E-2;9,821404022E0
2,196936947E0;-6,359999776E-1;-9,840999603E0;2,389999926E-1;9,864425486E0
2,199426178E0;-6,600000262E-1;-9,857999802E0;9,200000018E-2;9,880497160E0
2,201915178E0;-6,330000162E-1;-9,730999947E0;1,300000027E-2;9,751575154E0
2,204404409E0;-7,049999833E-1;-9,756999969E0;1,209999993E-1;9,783185288E0
2,206893640E0;-6,740000248E-1;-9,807000160E0;1,539999992E-1;9,831339897E0
2,209382769E0;-6,190000176E-1;-9,737999916E0;8,200000226E-2;9,757998124E0
2,211871769E0;-6,480000019E-1;-9,701999664E0;-1,099999994E-2;9,723621881E0
2,214360923E0;-5,759999752E-1;-9,763999939E0;5,400000140E-2;9,781124004E0
2,216850154E0;-6,399999857E-1;-9,692000389E0;-6,000000052E-3;9,713110085E0
2,219339154E0;-5,230000019E-1;-9,711999893E0;1,350000054E-1;9,727008581E0
2,221828004E0;-5,350000262E-1;-9,647000313E0;1,909999996E-1;9,663711557E0
2,224317004E0;-5,049999952E-1;-9,645000458E0;1,420000046E-1;9,659255811E0
2,226805927E0;-5,519999862E-1;-9,647000313E0;8,200000226E-2;9,663128014E0
2,229294850E0;-4,939999878E-1;-9,560999870E0;6,300000101E-2;9,573960701E0
2,231783774E0;-4,970000088E-1;-9,522000313E0;1,089999974E-1;9,535584930E0
2,234272635E0;-5,159999728E-1;-9,616000175E0;9,200000018E-2;9,630274105E0
2,236761558E0;-4,869999886E-1;-9,562999725E0;1,799999923E-2;9,575408959E0
2,239250481E0;-5,040000081E-1;-9,510000229E0;-3,999999911E-2;9,523430073E0
2,241739404E0;-4,460000098E-1;-9,376000404E0;-2,600000054E-2;9,386638141E0
2,244228404E0;-4,009999931E-1;-9,557999611E0;2,700000070E-2;9,566445869E0
2,246717347E0;-3,269999921E-1;-9,454999924E0;1,110000014E-1;9,461304009E0
2,249206501E0;-3,790000081E-1;-9,447999954E0;2,500000037E-2;9,455631610E0
2,251695501E0;-3,389999866E-1;-9,454999924E0;3,700000048E-2;9,461147581E0
2,254184732E0;-3,219999969E-1;-9,616000175E0;7,299999893E-2;9,621666819E0
2,256673660E0;-3,359999955E-1;-9,737999916E0;2,199999988E-2;9,743819701E0
2,259162814E0;-3,289999962E-1;-9,803000450E0;1,129999980E-1;9,809170598E0
2,261652121E0;-3,409999907E-1;-9,934000015E0;1,700000018E-1;9,941304607E0
2,264141044E0;-3,339999914E-1;-1,004500008E1;6,100000069E-2;1,005073647E1
2,266629967E0;-2,039999962E-1;-1,003499985E1;7,500000298E-2;1,003735338E1
2,269119179E0;-1,829999983E-1;-1,007600021E1;-1,360000074E-1;1,007857953E1
2,271608333E0;-1,449999958E-1;-1,000899982E1;-2,999999933E-2;1,001009503E1
2,274097333E0;-1,180000007E-1;-1,012399960E1;-1,169999987E-1;1,012536324E1
2,276586256E0;-9,700000286E-2;-1,018799973E1;-1,930000037E-1;1,019028932E1
2,279075179E0;-1,350000054E-1;-1,028400040E1;-1,190000027E-1;1,028557486E1
2,281564308E0;-1,350000054E-1;-1,043500042E1;7,299999893E-2;1,043612896E1
2,284052923E0;-1,350000054E-1;-1,062399960E1;1,250000000E-1;1,062559257E1
2,286541847E0;-1,899999976E-1;-1,078499985E1;2,029999942E-1;1,078858335E1
2,289031077E0;-2,119999975E-1;-1,104100037E1;2,060000002E-1;1,104495673E1
2,291520068E0;-3,269999921E-1;-1,115100002E1;3,330000043E-1;1,116076250E1
2,294008991E0;-4,370000064E-1;-1,127099991E1;3,300000131E-1;1,128429475E1
2,296498145E0;-4,889999926E-1;-1,130200005E1;3,019999862E-1;1,131660417E1
2,298987376E0;-5,780000091E-1;-1,150500011E1;1,400000006E-1;1,152036074E1
2,301476376E0;-6,000000238E-1;-1,167099953E1;2,999999933E-2;1,168645070E1
2,303965549E0;-8,769999743E-1;-1,189299965E1;-1,840000004E-1;1,192671059E1
2,306454780E0;-1,037999988E0;-1,203499985E1;-3,059999943E-1;1,208355499E1
2,308944010E0;-8,220000267E-1;-1,214700031E1;-4,469999969E-1;1,218298443E1
2,311432934E0;-2,119999975E-1;-1,248700047E1;-4,609999955E-1;1,249730553E1
2,313921857E0;1,786999941E0;-1,374699974E1;9,079999924E-1;1,389236606E1
2,316410910E0;1,633999944E0;-1,411800003E1;7,419999838E-1;1,423160021E1
2,318899833E0;6,280000210E-1;-1,480300045E1;6,200000048E-1;1,482928206E1
2,321389063E0;6,880000234E-1;-1,476000023E1;5,720000267E-1;1,478709352E1
2,323878217E0;5,490000248E-1;-1,465499973E1;5,789999962E-1;1,467670464E1
2,326367140E0;4,959999919E-1;-1,463599968E1;6,679999828E-1;1,465962914E1
2,328856078E0;5,030000210E-1;-1,457100010E1;4,670000076E-1;1,458715675E1
2,331345078E0;5,249999762E-1;-1,448499966E1;6,029999852E-1;1,450704825E1
2,333834231E0;4,779999852E-1;-1,447799969E1;4,620000124E-1;1,449325370E1
2,336323231E0;4,709999859E-1;-1,431499958E1;4,639999866E-1;1,433025994E1
2,338812376E0;4,709999859E-1;-1,423799992E1;5,220000148E-1;1,425534870E1
2,341301376E0;3,610000014E-1;-1,422599983E1;3,829999864E-1;1,423573255E1
2,343790530E0;3,319999874E-1;-1,414000034E1;5,080000162E-1;1,415301727E1
2,346279222E0;2,579999864E-1;-1,395300007E1;4,329999983E-1;1,396210098E1
2,348768390E0;2,720000148E-1;-1,392399979E1;4,639999866E-1;1,393438373E1
2,351257313E0;2,099999934E-1;-1,397200012E1;4,239999950E-1;1,398000942E1
2,353746236E0;1,669999957E-1;-1,381700039E1;4,959999919E-1;1,382690872E1
2,356235160E0;2,389999926E-1;-1,370699978E1;3,849999905E-1;1,371448829E1
2,358724160E0;9,700000286E-2;-1,370699978E1;4,329999983E-1;1,371418029E1
2,361213323E0;7,100000232E-2;-1,361800003E1;3,039999902E-1;1,362157780E1
2,363702323E0;3,299999982E-2;-1,348600006E1;2,899999917E-1;1,348915811E1
2,366191246E0;8,299999684E-2;-1,344099998E1;3,300000131E-1;1,344530660E1
2,368680093E0;1,799999923E-2;-1,327999973E1;2,010000050E-1;1,328153297E1
2,371169318E0;-4,199999943E-2;-1,318400002E1;1,089999974E-1;1,318451749E1
2,373658011E0;-2,500000037E-2;-1,306499958E1;3,829999864E-1;1,307063610E1
2,376146857E0;-1,089999974E-1;-1,305500031E1;2,750000060E-1;1,305835131E1
2,378635780E0;-1,490000039E-1;-1,301000023E1;2,319999933E-1;1,301292169E1
2,381124780E0;-1,539999992E-1;-1,287800026E1;1,790000051E-1;1,288016489E1
2,383613996E0;-1,969999969E-1;-1,280399990E1;2,489999980E-1;1,280793596E1
2,386103226E0;-2,070000023E-1;-1,265699959E1;3,109999895E-1;1,266251194E1
2,388592457E0;-2,119999975E-1;-1,262899971E1;1,350000054E-1;1,263150041E1
2,391081611E0;-1,729999930E-1;-1,251399994E1;2,080000043E-1;1,251692404E1
2,393570611E0;-2,020000070E-1;-1,252600002E1;2,029999942E-1;1,252927331E1
2,396059534E0;-2,549999952E-1;-1,232900047E1;1,280000061E-1;1,233230156E1
2,398548996E0;-2,879999876E-1;-1,229100037E1;1,159999967E-1;1,229492131E1
2,401038227E0;-3,170000017E-1;-1,223799992E1;1,280000061E-1;1,224277399E1
2,403527150E0;-2,259999961E-1;-1,216199970E1;1,870000064E-1;1,216553664E1
2,406016380E0;-2,949999869E-1;-1,204699993E1;2,060000002E-1;1,205237190E1
2,408505616E0;-3,240000010E-1;-1,193700027E1;1,519999951E-1;1,194236390E1
2,410994616E0;-3,240000010E-1;-1,196500015E1;1,650000066E-1;1,197052337E1
2,413483847E0;-3,100000024E-1;-1,186499977E1;1,599999964E-1;1,187012719E1
2,415972770E0;-3,549999893E-1;-1,171100044E1;1,990000010E-1;1,171806969E1
2,418461924E0;-2,860000134E-1;-1,163500023E1;1,840000004E-1;1,163996917E1
2,420950847E0;-3,000000119E-1;-1,159899998E1;4,899999872E-2;1,160298244E1
2,423439847E0;-4,099999964E-1;-1,146700001E1;1,539999992E-1;1,147536079E1
2,425929078E0;-2,739999890E-1;-1,140699959E1;1,110000014E-1;1,141082979E1
2,428418232E0;-3,240000010E-1;-1,134500027E1;1,180000007E-1;1,135023925E1
2,430907155E0;-2,189999968E-1;-1,120899963E1;1,539999992E-1;1,121219647E1
2,433396120E0;-3,100000024E-1;-1,112899971E1;1,350000054E-1;1,113413488E1
2,435885274E0;-2,639999986E-1;-1,104800034E1;1,770000011E-1;1,105257148E1
2,438374197E0;-2,479999959E-1;-1,093999958E1;2,500000000E-1;1,094566557E1
2,440863197E0;-2,500000000E-1;-1,093299961E1;2,300000042E-1;1,093827594E1
2,443352427E0;-2,240000069E-1;-1,077700043E1;8,500000089E-2;1,077966322E1
2,445841365E0;-2,020000070E-1;-1,080099964E1;2,540000081E-1;1,080587402E1
2,448330289E0;-1,040000021E-1;-1,066699982E1;2,489999980E-1;1,067041246E1
2,450819135E0;-1,420000046E-1;-1,070100021E1;2,349999994E-1;1,070452216E1
2,453308135E0;-9,000000358E-2;-1,053299999E1;1,299999952E-1;1,053418667E1
2,455797058E0;-9,700000286E-2;-1,036999989E1;1,519999951E-1;1,037156741E1
2,458285981E0;-7,299999893E-2;-1,042300034E1;1,940000057E-1;1,042506120E1
2,460775135E0;-1,129999980E-1;-1,034200001E1;1,449999958E-1;1,034363370E1
2,463264058E0;-8,699999750E-2;-1,026200008E1;1,209999993E-1;1,026308217E1
2,465753289E0;-3,400000185E-2;-1,014999962E1;1,650000066E-1;1,015139760E1
2,468242509E0;-9,999999776E-3;-1,008300018E1;1,490000039E-1;1,008410599E1
2,470731740E0;2,999999933E-2;-1,001099968E1;1,959999949E-1;1,001296313E1
2,473220740E0;3,500000015E-2;-1,000100040E1;1,870000064E-1;1,000280976E1
2,475709663E0;6,599999964E-2;-9,918000221E0;2,150000036E-1;9,920549853E0
2,478198817E0;1,379999965E-1;-9,807000160E0;1,790000051E-1;9,809604332E0
2,480687755E0;1,309999973E-1;-9,687999725E0;2,370000035E-1;9,691783565E0
2,483176755E0;9,000000358E-2;-9,718999863E0;3,729999959E-1;9,726571201E0
2,485665678E0;1,620000005E-1;-9,628000259E0;2,969999909E-1;9,633942183E0
2,488154601E0;2,029999942E-1;-9,543999672E0;2,269999981E-1;9,548856881E0
2,490643827E0;2,460000068E-1;-9,411999702E0;3,589999974E-1;9,422055795E0
2,493132673E0;2,500000000E-1;-9,364000320E0;3,179999888E-1;9,372733112E0
2,495621596E0;2,720000148E-1;-9,347999573E0;2,540000081E-1;9,355404642E0
2,498110596E0;2,579999864E-1;-9,331000328E0;2,230000049E-1;9,337229788E0
2,500599519E0;2,790000141E-1;-9,074999809E0;3,039999902E-1;9,084375517E0
2,503088678E0;3,560000062E-1;-9,163000107E0;3,970000148E-1;9,178502927E0
2,505577601E0;3,540000021E-1;-9,006999969E0;2,750000060E-1;9,018147784E0
2,508066524E0;4,210000038E-1;-8,947999954E0;1,870000064E-1;8,959850065E0
2,510555755E0;3,630000055E-1;-8,859000206E0;3,379999995E-1;8,872874261E0
2,513044986E0;3,610000014E-1;-8,840000153E0;3,089999855E-1;8,852762546E0
2,515533990E0;3,420000076E-1;-8,753999710E0;2,750000060E-1;8,764992866E0
2,518023452E0;4,589999914E-1;-8,690999985E0;3,160000145E-1;8,708847096E0
2,520512452E0;4,779999852E-1;-8,612000465E0;2,919999957E-1;8,630196985E0
2,523001682E0;5,099999905E-1;-8,520999908E0;3,019999862E-1;8,541589045E0
2,525490836E0;4,990000129E-1;-8,513999939E0;3,300000131E-1;8,534992442E0
2,527979841E0;5,130000114E-1;-8,564000130E0;1,870000064E-1;8,581388946E0
2,530469072E0;5,609999895E-1;-8,357999802E0;1,990000010E-1;8,379169569E0
2,532957995E0;5,049999952E-1;-8,366000175E0;3,470000029E-1;8,388408248E0
2,535447149E0;5,590000153E-1;-8,265000343E0;2,969999909E-1;8,289205070E0
2,537936149E0;5,249999762E-1;-8,173999786E0;2,269999981E-1;8,193987215E0
2,540424981E0;5,970000029E-1;-8,180999756E0;2,249999940E-1;8,205838836E0
2,542913981E0;6,880000234E-1;-8,046999931E0;2,560000122E-1;8,080413847E0
2,545402904E0;6,110000014E-1;-8,097000122E0;2,249999940E-1;8,123137139E0
2,547892058E0;6,019999981E-1;-7,939000130E0;3,260000050E-1;7,968463030E0
2,550380740E0;5,820000172E-1;-8,034999847E0;2,750000060E-1;8,060742619E0
2,552869663E0;5,939999819E-1;-7,853000164E0;2,319999933E-1;7,878849634E0
2,555358817E0;6,520000100E-1;-7,855000019E0;2,660000026E-1;7,886500194E0
2,557847740E0;6,039999723E-1;-7,834000111E0;2,129999995E-1;7,860136303E0
